0,0,63,-2.5,0,2.9,5.1,52,1.5,3.9,0,48,-0.3,2.1,0,-6.4,174,52.7,-5.2,44,-1.7,-10,13.5,-12.6,-16,0,-3.9,32,0,8.4,13,0,-0.1,0,-0.9,15.2,0,75,91,32,14.1,0.1,48,52,20,0.6,52,-0.8,-0.3,-15.6,52,-24,2.9,-0.4,-1,48,0,0.4,70.7,-0.1,49.4,0.8,-29.7,-1,-0.6,0,0,32,14.5,-4,52,40,2,0,28,56,193,0.6,1.3,25.5,32,-22,30.8,0,0,40,52,1.2,44,56,-8.4,-0.6,32,9,0,0,52,0,22.5
0,0,53,0,0,2.1,2.6,52,1.7,2.6,16,48,-0.5,1.5,0,-7.9,149,27.7,-1.6,0,-1.6,-7.7,11,-16.4,25,0,-5.7,28,52,5.8,37,1,0,0,0,9.5,0,56,81,32,8.3,0.3,44,48,0,0.4,48,0.5,-0.2,1.3,48,-21.6,2,-0.4,-0.9,40,0,0.8,34.6,0.4,38.8,2.2,-26.8,0,0.4,-0.3,0.4,24,29.5,-2.4,32,24,2.6,0,20,20,174,0.9,0.1,21.6,28,-25.5,26.5,0,0,32,48,0.7,64,48,-5,-0.6,60,8.5,0,24,44,0,12.3
76,0,75,0,60,3.4,2.2,28,2.7,3.4,100,20,0.9,2.5,64,-4.1,185,23.3,-0.6,80,-2.5,-4.1,11.1,20.9,96,7.4,20.4,24,36,5.8,34,0,0,0.8,-2.4,10,0,54,138,32,-9.4,-0.2,48,44,52,0.3,44,0.3,0.7,26.2,52,18.7,-2.4,1.3,-2.7,76,88,1.4,20.7,-0.2,49,4.9,-13.6,-1.3,0.2,0.5,-0.9,24,37.9,-3.4,28,116,2.2,0,96,24,163,0.4,0.7,11.5,28,-28.5,19.8,6.5,0,40,40,1,56,44,-5.7,-3.3,128,9.5,1.8,24,88,0,-1.2
0,0,71,0,0,2.6,3.3,44,1.5,3,0,40,0.1,1.9,32,-6.9,179,51,-0.4,20,-1.7,-7.9,15.2,-12.7,28,0,7.6,40,0,9,11,0,0.7,0.1,-2.2,15,0,55,100,32,9.4,-0.4,52,60,36,1.1,56,-0.4,0.4,-9.2,64,-18.2,2.9,0.1,-0.4,48,72,0.6,63.1,0.7,61.6,5.1,-22.4,-2.6,-0.9,0.9,2.1,44,36.8,-3.7,20,52,1.2,0,20,32,202,0.1,0.4,36.8,36,-35.6,45.1,0,0,40,72,1.2,64,64,-5.5,-0.4,60,12.2,1.8,0,48,0,18
0,0,NaN,-1.6,0,3.9,4.9,52,1.7,2.9,0,48,-0.4,2.3,28,-6,177,43,-3.8,40,-1.5,-10.2,9.1,-12.4,-16,0,-4,32,0,8.5,13,0,-0.5,0.1,-3.6,15.2,0,75,88,32,8.2,0.2,48,52,24,0.9,48,-0.4,-0.2,-13.4,48,-25,2.1,-0.2,-1.3,44,56,0.3,63.2,-0.1,62.8,0,-30,-0.5,-0.6,-0.1,-0.2,28,18.9,-0.9,52,36,1.6,0,28,0,181,-1,1.9,21.7,28,-17.8,31.6,0,0,40,48,1.1,40,52,-7.8,-0.5,0,13.1,0.8,0,52,0,16.5
0,24,84,-1.6,0,2.2,5.9,60,4.3,3.3,24,60,0,1.7,36,-43.3,174,-72.8,-2.3,48,-2.9,-48.4,19.5,-111.4,107,0,-114.5,40,60,19.8,66,0,2,0.1,-2.8,31,20,13,100,44,-38.7,-0.4,32,44,36,0.9,52,-1.2,2,95.8,44,-61.2,3.4,0.6,-12.9,40,52,3.3,85.8,0.4,31.1,19.9,-59.9,-2.3,2.6,0.5,0.9,16,84.8,-11.4,24,64,11.9,0,40,44,167,1.6,1.4,20.1,32,-39,7.1,0,-0.8,32,36,-0.4,44,36,-25.7,0.4,44,12.2,3.2,36,40,0,-42.1
0,0,70,0,0,1,1.9,56,1.4,1.3,12,48,-0.4,1,16,-17.5,133,21.2,0,0,-0.9,-11,7.4,-46.3,77,0,-19.8,24,56,3.7,49,1,1.1,-0.1,0,7.7,0,40,77,24,-3.7,0,36,40,32,0.2,40,-0.3,0.1,15,44,-30.9,4.5,0,0,44,48,0.7,15.4,-0.3,20.5,6.8,-13.9,-1.1,0.6,0.2,1.7,0,22.7,-2.5,0,44,2.3,36,16,24,129,-0.5,0.5,9.3,24,-14.7,10.5,0,0,24,44,0.4,40,44,-6.4,1.7,44,6.5,0.6,20,44,0,-1.4
0,0,67,0,0,0.5,1.4,48,0.7,0.8,8,44,-0.3,1,32,-8.9,157,21.1,0,36,-0.8,-9,8.5,-20.5,67,0,-16.1,24,44,2.1,7,1,0.8,-0.3,-1.9,6.6,0,49,78,24,-2,0,36,48,32,0.8,44,0.2,0.1,6.9,48,-15.5,2.5,-0.2,0,44,56,0.3,14.2,0.6,19.8,6.3,-16.4,-1.5,-0.6,0.1,0.9,0,22.9,-2.7,0,56,0.7,52,16,28,0,0.6,0.6,14.5,28,-17.9,13.7,0,0,24,44,0.7,52,48,-4.1,-0.1,52,8.2,1.3,20,48,0,2.9
0,0,64,0,0,2.1,6.5,48,2.8,3.8,12,44,0.1,1,12,-6.4,160,43.2,0,0,-1.9,-10.3,9.3,-13.9,61,0,-19.3,24,56,2.4,69,0,1.5,1.2,-1.3,7.9,0,44,84,16,0,1.1,28,44,12,0.4,44,-0.7,0.8,17.9,40,-14.5,2.6,0.1,0,28,44,2.3,62.9,-0.6,30.9,4.2,-5.3,-0.7,1.8,-0.5,0.7,0,31,-3.8,0,36,1.2,0,12,20,118,0.3,1.8,15.1,28,-20.4,11.6,0,0,24,40,-0.5,44,40,-7.3,1,36,7,0.5,20,32,0,-3.4
32,0,63,0,0,0.9,1.3,44,1.2,1,68,48,-0.5,1.3,28,-8.5,156,27.9,0,40,-1.2,-7.3,10.9,-10.8,85,0,-8.9,44,36,4.3,34,1,0.4,0,-1.7,7,0,50,89,24,-10.6,0,40,52,24,0.4,56,0.2,-0.5,32,56,-5.2,3.9,-0.5,-4.1,36,60,0.7,22.3,-0.1,25.1,8.9,2.1,-0.8,0.3,0,0.8,16,35.2,-2.5,0,72,4.4,0,20,32,130,1.1,1.2,23.8,32,-24.1,13.5,1.9,0,36,44,0.8,56,44,-3.2,0.8,60,10.8,1.1,24,40,0,-4.9
0,24,70,0,0,0.9,-3.1,56,1.4,-0.3,12,52,-0.4,0.4,36,-12.9,156,-76.3,0,48,-1,-18.6,12.7,-35.3,72,0,-34.7,40,64,11.9,71,0,-0.9,-0.8,-2,16.7,20,62,102,40,-2.8,0,28,36,0,0.8,32,-0.1,-1.4,16.6,40,-26.5,-2.7,-0.9,-1.9,56,48,1,-37.3,-0.4,19.3,4.4,-39.9,0,1.1,-0.5,0.1,40,29.2,-5.7,0,104,2,28,28,28,135,-0.2,1.7,6.1,40,-15.5,8.4,0,-2.5,16,36,-0.2,52,40,-13.3,-1.4,84,9,1.3,24,56,20,-4.1
0,0,72,-0.5,0,1.5,0.3,48,1.8,0.9,12,48,0.1,1.6,28,-6.7,150,-5.5,-2.6,28,-1.8,-9.1,4.8,-10.1,12,0,-8.8,24,44,6.5,37,1,0,0.1,-2.2,3.8,0,45,77,24,8,0,40,40,20,0.8,36,-0.4,0,-0.6,40,-9,-0.9,0,-0.9,52,48,1.2,-6.4,0.3,17.2,1.3,-27.3,-1.3,0.2,0.1,0.1,20,21.7,-4.3,32,44,3.3,0,24,20,143,0.5,1.2,-1.5,28,-23.1,22.7,0,0,36,40,0.7,40,40,-5.6,-1.8,24,4.4,1.6,20,56,0,13.7
28,0,73,-2.9,0,0.5,1.1,32,0.8,0.5,72,44,-0.2,0.7,36,-3.7,163,7.1,-3.5,0,-0.6,-5.8,7.1,-1.8,-24,0,-1.5,28,36,5.1,42,1,-0.1,-0.1,-2.1,8.2,0,54,78,28,21.4,0,44,44,44,0.8,48,-0.8,-0.2,-13.3,44,-7.3,0.6,-0.3,0,52,48,0.4,13.4,0.6,12.1,0,-11.4,-2.6,0.1,0,1,28,7.2,-4.2,80,0,2.3,0,24,0,155,0.5,0.9,4.7,32,-14.6,26.9,1.3,0,36,72,0.1,44,44,-5.8,-0.4,0,6.3,0.6,24,52,0,22.3
